Abbreviation,TeamName,GridPosition,Position,Points,Year,Circuit,RaceName,QualiDeltaToPole,QualiDeltaToTeammate,QualiBestTimeSec,TeamMomentum
RIC,McLaren,9.0,12.0,0.0,2022,Barcelona,Spanish Grand Prix,1.537,0.31,80.287,-6.333333333333334
NOR,McLaren,5.0,6.0,9.0,2022,Monaco,Monaco Grand Prix,0.473,-1.115,71.849,-3.666666666666667
RIC,McLaren,14.0,13.0,0.0,2022,Monaco,Monaco Grand Prix,1.588,1.115,72.964,4.333333333333333
RIC,McLaren,12.0,8.0,4.0,2022,Baku,Azerbaijan Grand Prix,2.215,0.176,103.574,1.6666666666666667
NOR,McLaren,11.0,9.0,2.0,2022,Baku,Azerbaijan Grand Prix,2.039,-0.176,103.398,3.0
RIC,McLaren,9.0,11.0,0.0,2022,Montréal,Canadian Grand Prix,2.45,-10.317,83.749,-2.333333333333333
NOR,McLaren,14.0,15.0,0.0,2022,Montréal,Canadian Grand Prix,12.767,10.317,94.066,-1.0
NOR,McLaren,6.0,6.0,8.0,2022,Silverstone,British Grand Prix,2.386,-0.418,101.515,-3.6666666666666665
RIC,McLaren,14.0,13.0,0.0,2022,Silverstone,British Grand Prix,2.804,0.418,101.933,0.6666666666666665
NOR,McLaren,10.0,7.0,6.0,2022,Spielberg,Austrian Grand Prix,1.346,-0.283,66.33,0.6666666666666665
RIC,McLaren,11.0,9.0,2.0,2022,Spielberg,Austrian Grand Prix,1.629,0.283,66.613,4.0
NOR,McLaren,5.0,7.0,6.0,2022,Le Castellet,French Grand Prix,1.16,-0.89,92.032,0.0
RIC,McLaren,9.0,9.0,2.0,2022,Le Castellet,French Grand Prix,2.05,0.89,92.922,2.0000000000000004
NOR,McLaren,4.0,7.0,6.0,2022,Budapest,Hungarian Grand Prix,0.392,-0.429,77.769,-1.3333333333333335
RIC,McLaren,9.0,15.0,0.0,2022,Budapest,Hungarian Grand Prix,0.821,0.429,78.198,2.0000000000000004
NOR,McLaren,17.0,12.0,0.0,2022,Spa-Francorchamps,Belgian Grand Prix,1.938,-0.164,105.603,-2.0000000000000004
RIC,McLaren,7.0,15.0,0.0,2022,Spa-Francorchamps,Belgian Grand Prix,2.102,0.164,105.767,-1.3333333333333335
NOR,McLaren,7.0,7.0,6.0,2022,Zandvoort,Dutch Grand Prix,0.774,-0.965,71.116,-4.666666666666667
RIC,McLaren,17.0,17.0,0.0,2022,Zandvoort,Dutch Grand Prix,1.739,0.965,72.081,-0.6666666666666665
NOR,McLaren,3.0,7.0,6.0,2022,Monza,Italian Grand Prix,1.423,-0.271,81.584,0.0
RIC,McLaren,4.0,17.0,0.0,2022,Monza,Italian Grand Prix,1.694,0.271,81.855,4.0
NOR,McLaren,6.0,4.0,12.0,2022,Marina Bay,Singapore Grand Prix,1.172,-5.642,110.584,0.0
RIC,McLaren,16.0,5.0,10.0,2022,Marina Bay,Singapore Grand Prix,6.814,5.642,116.226,4.0
NOR,McLaren,10.0,10.0,1.0,2022,Suzuka,Japanese Grand Prix,1.169,-0.186,90.473,3.333333333333333
RIC,McLaren,11.0,11.0,0.0,2022,Suzuka,Japanese Grand Prix,1.355,0.186,90.659,5.666666666666667
NOR,McLaren,6.0,6.0,8.0,2022,Austin,United States Grand Prix,1.334,-1.356,95.69,-2.3333333333333335
RIC,McLaren,15.0,16.0,0.0,2022,Austin,United States Grand Prix,2.69,1.356,97.046,-4.333333333333333
RIC,McLaren,11.0,7.0,6.0,2022,Mexico City,Mexico City Grand Prix,1.55,0.604,79.325,-5.0
NOR,McLaren,8.0,9.0,2.0,2022,Mexico City,Mexico City Grand Prix,0.946,-0.604,78.721,1.0000000000000004
NOR,McLaren,6.0,18.0,0.0,2022,São Paulo,São Paulo Grand Prix,0.496,-0.763,71.377,-0.3333333333333335
RIC,McLaren,11.0,20.0,0.0,2022,São Paulo,São Paulo Grand Prix,1.259,0.763,72.14,0.0
NOR,McLaren,7.0,6.0,9.0,2022,Yas Island,Abu Dhabi Grand Prix,0.945,-0.276,84.769,-4.0
RIC,McLaren,13.0,9.0,2.0,2022,Yas Island,Abu Dhabi Grand Prix,1.221,0.276,85.045,0.3333333333333335
HAM,Mercedes,5.0,3.0,15.0,2022,Sakhir,Bahrain Grand Prix,0.49,-0.204,91.048,-3.333333333333334
RUS,Mercedes,9.0,4.0,12.0,2022,Sakhir,Bahrain Grand Prix,0.694,0.204,91.252,0.0
RUS,Mercedes,6.0,5.0,10.0,2022,Jeddah,Saudi Arabian Grand Prix,15.434,-1.239,89.104,-8.000000000000002
HAM,Mercedes,15.0,10.0,1.0,2022,Jeddah,Saudi Arabian Grand Prix,16.673,1.239,90.343,-1.3333333333333321
RUS,Mercedes,6.0,3.0,15.0,2022,Melbourne,Australian Grand Prix,1.065,0.108,78.933,-5.999999999999999
HAM,Mercedes,5.0,4.0,12.0,2022,Melbourne,Australian Grand Prix,0.957,-0.108,78.825,-3.0
RUS,Mercedes,11.0,4.0,12.0,2022,Imola,Emilia Romagna Grand Prix,1.705,-0.087,80.383,-3.0
HAM,Mercedes,14.0,13.0,0.0,2022,Imola,Emilia Romagna Grand Prix,1.792,0.087,80.47,5.333333333333333
RUS,Mercedes,12.0,5.0,10.0,2022,Miami,Miami Grand Prix,1.377,0.548,90.173,-0.6666666666666661
HAM,Mercedes,6.0,6.0,8.0,2022,Miami,Miami Grand Prix,0.829,-0.548,89.625,-2.000000000000001
RUS,Mercedes,4.0,3.0,15.0,2022,Barcelona,Spanish Grand Prix,0.643,-0.119,79.393,-7.0
HAM,Mercedes,6.0,5.0,10.0,2022,Barcelona,Spanish Grand Prix,0.762,0.119,79.512,3.0
RUS,Mercedes,6.0,5.0,10.0,2022,Monaco,Monaco Grand Prix,0.736,-0.448,72.112,3.666666666666667
HAM,Mercedes,8.0,8.0,4.0,2022,Monaco,Monaco Grand Prix,1.184,0.448,72.56,5.666666666666666
RUS,Mercedes,5.0,3.0,15.0,2022,Baku,Azerbaijan Grand Prix,1.353,-0.212,102.712,-3.0
HAM,Mercedes,7.0,4.0,12.0,2022,Baku,Azerbaijan Grand Prix,1.565,0.212,102.924,-1.333333333333334
HAM,Mercedes,4.0,3.0,15.0,2022,Montréal,Canadian Grand Prix,1.592,-0.666,82.891,-1.3333333333333321
RUS,Mercedes,8.0,4.0,12.0,2022,Montréal,Canadian Grand Prix,2.258,0.666,83.557,6.0
HAM,Mercedes,5.0,3.0,16.0,2022,Silverstone,British Grand Prix,1.299,0.4,100.428,3.333333333333334
RUS,Mercedes,8.0,18.0,0.0,2022,Silverstone,British Grand Prix,0.899,-0.4,100.028,4.0
HAM,Mercedes,8.0,3.0,15.0,2022,Spielberg,Austrian Grand Prix,0.491,0.044,65.475,-4.666666666666666
RUS,Mercedes,4.0,4.0,12.0,2022,Spielberg,Austrian Grand Prix,0.447,-0.044,65.431,-2.666666666666666
HAM,Mercedes,4.0,2.0,18.0,2022,Le Castellet,French Grand Prix,0.893,-0.366,91.765,-5.333333333333334
RUS,Mercedes,6.0,3.0,15.0,2022,Le Castellet,French Grand Prix,1.259,0.366,92.131,5.666666666666666
HAM,Mercedes,7.0,2.0,19.0,2022,Budapest,Hungarian Grand Prix,0.658,0.658,78.035,4.666666666666666
RUS,Mercedes,1.0,3.0,15.0,2022,Budapest,Hungarian Grand Prix,0.0,-0.658,77.377,8.333333333333332
RUS,Mercedes,5.0,4.0,12.0,2022,Spa-Francorchamps,Belgian Grand Prix,1.796,0.041,105.461,1.3333333333333321
HAM,Mercedes,4.0,20.0,0.0,2022,Spa-Francorchamps,Belgian Grand Prix,1.755,-0.041,105.42,0.3333333333333339
RUS,Mercedes,6.0,2.0,18.0,2022,Zandvoort,Dutch Grand Prix,0.482,0.176,70.824,-8.333333333333332
HAM,Mercedes,4.0,4.0,12.0,2022,Zandvoort,Dutch Grand Prix,0.306,-0.176,70.648,-6.333333333333332
RUS,Mercedes,2.0,3.0,15.0,2022,Monza,Italian Grand Prix,1.381,0.018,81.542,-5.333333333333334
HAM,Mercedes,19.0,5.0,10.0,2022,Monza,Italian Grand Prix,1.363,-0.018,81.524,6.0
HAM,Mercedes,3.0,9.0,2.0,2022,Marina Bay,Singapore Grand Prix,0.054,-4.546,109.466,2.333333333333334
RUS,Mercedes,0.0,14.0,0.0,2022,Marina Bay,Singapore Grand Prix,4.6,4.546,114.012,-1.0
HAM,Mercedes,6.0,5.0,10.0,2022,Suzuka,Japanese Grand Prix,0.957,-0.128,90.261,-11.0
RUS,Mercedes,8.0,8.0,4.0,2022,Suzuka,Japanese Grand Prix,1.085,0.128,90.389,-8.333333333333334
HAM,Mercedes,3.0,2.0,18.0,2022,Austin,United States Grand Prix,0.591,-0.041,94.947,-4.333333333333333
RUS,Mercedes,4.0,5.0,11.0,2022,Austin,United States Grand Prix,0.632,0.041,94.988,6.666666666666666
HAM,Mercedes,3.0,2.0,18.0,2022,Mexico City,Mexico City Grand Prix,0.309,0.005,78.084,7.0
RUS,Mercedes,2.0,4.0,13.0,2022,Mexico City,Mexico City Grand Prix,0.304,-0.005,78.079,11.0
RUS,Mercedes,1.0,1.0,26.0,2022,São Paulo,São Paulo Grand Prix,0.437,-0.221,71.318,3.333333333333334
HAM,Mercedes,2.0,2.0,18.0,2022,São Paulo,São Paulo Grand Prix,0.658,0.221,71.539,8.0
RUS,Mercedes,6.0,5.0,10.0,2022,Yas Island,Abu Dhabi Grand Prix,0.687,0.003,84.511,3.333333333333334
HAM,Mercedes,5.0,18.0,0.0,2022,Yas Island,Abu Dhabi Grand Prix,0.684,-0.003,84.508,4.0
PER,Red Bull Racing,4.0,18.0,0.0,2022,Sakhir,Bahrain Grand Prix,0.363,0.24,90.921,-7.666666666666666
VER,Red Bull Racing,2.0,19.0,0.0,2022,Sakhir,Bahrain Grand Prix,0.123,-0.24,90.681,-1.333333333333334
VER,Red Bull Racing,4.0,1.0,25.0,2022,Jeddah,Saudi Arabian Grand Prix,14.791,0.261,88.461,-14.666666666666666
PER,Red Bull Racing,1.0,4.0,12.0,2022,Jeddah,Saudi Arabian Grand Prix,14.53,-0.261,88.2,-0.33333333333333215
PER,Red Bull Racing,3.0,2.0,18.0,2022,Melbourne,Australian Grand Prix,0.372,0.086,78.24,3.666666666666668
VER,Red Bull Racing,2.0,18.0,0.0,2022,Melbourne,Australian Grand Prix,0.286,-0.086,78.154,18.333333333333332
VER,Red Bull Racing,1.0,1.0,26.0,2022,Imola,Emilia Romagna Grand Prix,0.115,-0.503,78.793,1.666666666666666
PER,Red Bull Racing,3.0,2.0,18.0,2022,Imola,Emilia Romagna Grand Prix,0.618,0.503,79.296,2.333333333333332
VER,Red Bull Racing,3.0,1.0,26.0,2022,Miami,Miami Grand Prix,0.195,-0.045,88.991,-3.666666666666666
PER,Red Bull Racing,4.0,4.0,12.0,2022,Miami,Miami Grand Prix,0.24,0.045,89.036,13.333333333333332
VER,Red Bull Racing,2.0,1.0,25.0,2022,Barcelona,Spanish Grand Prix,0.323,-0.347,79.073,4.000000000000002
PER,Red Bull Racing,5.0,2.0,19.0,2022,Barcelona,Spanish Grand Prix,0.67,0.347,79.42,6.333333333333334
PER,Red Bull Racing,3.0,1.0,25.0,2022,Monaco,Monaco Grand Prix,0.253,-0.037,71.629,-4.666666666666664
VER,Red Bull Racing,4.0,3.0,15.0,2022,Monaco,Monaco Grand Prix,0.29,0.037,71.666,4.333333333333332
VER,Red Bull Racing,3.0,1.0,25.0,2022,Baku,Azerbaijan Grand Prix,0.347,0.065,101.706,-1.3333333333333321
PER,Red Bull Racing,2.0,2.0,19.0,2022,Baku,Azerbaijan Grand Prix,0.282,-0.065,101.641,3.0
VER,Red Bull Racing,1.0,1.0,25.0,2022,Montréal,Canadian Grand Prix,0.0,-11.828,81.299,-3.333333333333332
PER,Red Bull Racing,13.0,20.0,0.0,2022,Montréal,Canadian Grand Prix,11.828,11.828,93.127,3.333333333333332
PER,Red Bull Racing,4.0,2.0,18.0,2022,Silverstone,British Grand Prix,1.392,1.392,100.521,-7.000000000000002
VER,Red Bull Racing,2.0,7.0,6.0,2022,Silverstone,British Grand Prix,0.0,-1.392,99.129,-5.333333333333334
VER,Red Bull Racing,1.0,2.0,19.0,2022,Spielberg,Austrian Grand Prix,0.0,-0.42,64.984,-15.0
PER,Red Bull Racing,5.0,20.0,0.0,2022,Spielberg,Austrian Grand Prix,0.42,0.42,65.404,-0.33333333333333215
VER,Red Bull Racing,2.0,1.0,25.0,2022,Le Castellet,French Grand Prix,0.304,-0.159,91.176,-6.0
PER,Red Bull Racing,3.0,4.0,12.0,2022,Le Castellet,French Grand Prix,0.463,0.159,91.335,6.666666666666666
VER,Red Bull Racing,10.0,1.0,25.0,2022,Budapest,Hungarian Grand Prix,0.326,-0.813,77.703,-2.0
PER,Red Bull Racing,11.0,5.0,10.0,2022,Budapest,Hungarian Grand Prix,1.139,0.813,78.516,12.333333333333334
VER,Red Bull Racing,14.0,1.0,26.0,2022,Spa-Francorchamps,Belgian Grand Prix,0.0,-0.797,103.665,1.0
PER,Red Bull Racing,2.0,2.0,18.0,2022,Spa-Francorchamps,Belgian Grand Prix,0.797,0.797,104.462,7.999999999999998
VER,Red Bull Racing,1.0,1.0,26.0,2022,Zandvoort,Dutch Grand Prix,0.0,-0.735,70.342,-2.666666666666668
PER,Red Bull Racing,5.0,5.0,10.0,2022,Zandvoort,Dutch Grand Prix,0.735,0.735,71.077,7.666666666666666
VER,Red Bull Racing,7.0,1.0,25.0,2022,Monza,Italian Grand Prix,0.145,-0.9,80.306,-2.333333333333332
PER,Red Bull Racing,13.0,6.0,9.0,2022,Monza,Italian Grand Prix,1.045,0.9,81.206,2.333333333333332
PER,Red Bull Racing,2.0,1.0,25.0,2022,Marina Bay,Singapore Grand Prix,0.022,-1.961,109.434,-8.666666666666666
VER,Red Bull Racing,8.0,7.0,6.0,2022,Marina Bay,Singapore Grand Prix,1.983,1.961,111.395,1.6666666666666679
VER,Red Bull Racing,1.0,1.0,25.0,2022,Suzuka,Japanese Grand Prix,0.0,-0.405,89.304,-6.999999999999998
PER,Red Bull Racing,4.0,2.0,18.0,2022,Suzuka,Japanese Grand Prix,0.405,0.405,89.709,4.000000000000002
VER,Red Bull Racing,2.0,1.0,25.0,2022,Austin,United States Grand Prix,0.092,-0.197,94.448,-3.3333333333333357
PER,Red Bull Racing,9.0,4.0,12.0,2022,Austin,United States Grand Prix,0.289,0.197,94.645,9.333333333333334
VER,Red Bull Racing,1.0,1.0,25.0,2022,Mexico City,Mexico City Grand Prix,0.0,-0.353,77.775,-0.3333333333333357
PER,Red Bull Racing,4.0,3.0,15.0,2022,Mexico City,Mexico City Grand Prix,0.353,0.353,78.128,4.333333333333336
VER,Red Bull Racing,3.0,6.0,8.0,2022,São Paulo,São Paulo Grand Prix,0.0,-0.575,70.881,-5.333333333333336
PER,Red Bull Racing,4.0,7.0,6.0,2022,São Paulo,São Paulo Grand Prix,0.575,0.575,71.456,-2.333333333333332
VER,Red Bull Racing,1.0,1.0,25.0,2022,Yas Island,Abu Dhabi Grand Prix,0.0,-0.228,83.824,-11.000000000000002
PER,Red Bull Racing,2.0,3.0,15.0,2022,Yas Island,Abu Dhabi Grand Prix,0.228,0.228,84.052,-4.333333333333332
ALB,Williams,14.0,13.0,0.0,2022,Sakhir,Bahrain Grand Prix,2.106,-0.97,92.664,0.0
LAT,Williams,20.0,16.0,0.0,2022,Sakhir,Bahrain Grand Prix,3.076,0.97,93.634,0.0
ALB,Williams,16.0,14.0,0.0,2022,Jeddah,Saudi Arabian Grand Prix,16.822,-1.325,90.492,0.0
LAT,Williams,18.0,18.0,0.0,2022,Jeddah,Saudi Arabian Grand Prix,18.147,1.325,91.817,0.0
ALB,Williams,20.0,10.0,1.0,2022,Melbourne,Australian Grand Prix,2.267,-1.237,80.135,0.0
LAT,Williams,18.0,16.0,0.0,2022,Melbourne,Australian Grand Prix,3.504,1.237,81.372,0.3333333333333333
ALB,Williams,18.0,11.0,0.0,2022,Imola,Emilia Romagna Grand Prix,44.493,41.2,123.171,0.3333333333333333
LAT,Williams,19.0,16.0,0.0,2022,Imola,Emilia Romagna Grand Prix,3.293,-41.2,81.971,0.3333333333333333
ALB,Williams,18.0,9.0,2.0,2022,Miami,Miami Grand Prix,2.47,-0.059,91.266,-0.3333333333333333
LAT,Williams,19.0,14.0,0.0,2022,Miami,Miami Grand Prix,2.529,0.059,91.325,0.3333333333333333
LAT,Williams,19.0,16.0,0.0,2022,Barcelona,Spanish Grand Prix,3.165,0.27,81.915,0.3333333333333333
ALB,Williams,18.0,18.0,0.0,2022,Barcelona,Spanish Grand Prix,2.895,-0.27,81.645,0.6666666666666666
LAT,Williams,19.0,15.0,0.0,2022,Monaco,Monaco Grand Prix,3.027,0.792,74.403,-0.6666666666666666
ALB,Williams,16.0,18.0,0.0,2022,Monaco,Monaco Grand Prix,2.235,-0.792,73.611,-0.6666666666666666
ALB,Williams,17.0,12.0,0.0,2022,Baku,Azerbaijan Grand Prix,3.36,-0.648,104.719,-0.6666666666666666
LAT,Williams,18.0,15.0,0.0,2022,Baku,Azerbaijan Grand Prix,4.008,0.648,105.367,0.0
ALB,Williams,12.0,13.0,0.0,2022,Montréal,Canadian Grand Prix,5.559,-8.802,86.858,0.0
LAT,Williams,18.0,16.0,0.0,2022,Montréal,Canadian Grand Prix,14.361,8.802,95.66,0.0
LAT,Williams,10.0,12.0,0.0,2022,Silverstone,British Grand Prix,2.869,-0.08,101.998,0.0
ALB,Williams,16.0,20.0,0.0,2022,Silverstone,British Grand Prix,2.949,0.08,102.078,0.0
ALB,Williams,15.0,12.0,0.0,2022,Spielberg,Austrian Grand Prix,1.246,-0.773,66.23,0.0
LAT,Williams,17.0,19.0,0.0,2022,Spielberg,Austrian Grand Prix,2.019,0.773,67.003,0.0
ALB,Williams,13.0,13.0,0.0,2022,Le Castellet,French Grand Prix,2.435,-0.487,93.307,0.0
LAT,Williams,18.0,17.0,0.0,2022,Le Castellet,French Grand Prix,2.922,0.487,93.794,0.0
ALB,Williams,17.0,17.0,0.0,2022,Budapest,Hungarian Grand Prix,1.879,-0.314,79.256,0.0
LAT,Williams,19.0,18.0,0.0,2022,Budapest,Hungarian Grand Prix,2.193,0.314,79.57,0.0
ALB,Williams,6.0,10.0,1.0,2022,Spa-Francorchamps,Belgian Grand Prix,2.007,-0.729,105.672,0.0
LAT,Williams,11.0,18.0,0.0,2022,Spa-Francorchamps,Belgian Grand Prix,2.736,0.729,106.401,0.3333333333333333
ALB,Williams,15.0,12.0,0.0,2022,Zandvoort,Dutch Grand Prix,1.353,-1.658,71.695,0.3333333333333333
LAT,Williams,20.0,18.0,0.0,2022,Zandvoort,Dutch Grand Prix,3.011,1.658,73.353,0.3333333333333333
DEV,Williams,8.0,9.0,2.0,2022,Monza,Italian Grand Prix,2.015,-0.411,82.176,-0.3333333333333333
LAT,Williams,10.0,15.0,0.0,2022,Monza,Italian Grand Prix,2.426,0.411,82.587,0.3333333333333333
ALB,Williams,18.0,17.0,0.0,2022,Marina Bay,Singapore Grand Prix,7.573,-0.547,116.985,0.3333333333333333
LAT,Williams,19.0,19.0,0.0,2022,Marina Bay,Singapore Grand Prix,8.12,0.547,117.532,0.6666666666666666
LAT,Williams,20.0,9.0,2.0,2022,Suzuka,Japanese Grand Prix,2.207,0.2,91.511,-0.6666666666666666
ALB,Williams,16.0,20.0,0.0,2022,Suzuka,Japanese Grand Prix,2.007,-0.2,91.311,0.0
ALB,Williams,8.0,13.0,0.0,2022,Austin,United States Grand Prix,2.012,-0.876,96.368,0.0
LAT,Williams,17.0,17.0,0.0,2022,Austin,United States Grand Prix,2.888,0.876,97.244,0.6666666666666666
ALB,Williams,17.0,12.0,0.0,2022,Mexico City,Mexico City Grand Prix,3.084,-0.308,80.859,-0.6666666666666666
LAT,Williams,18.0,18.0,0.0,2022,Mexico City,Mexico City Grand Prix,3.392,0.308,81.167,-0.6666666666666666
ALB,Williams,19.0,15.0,0.0,2022,São Paulo,São Paulo Grand Prix,0.75,-3.464,71.631,-0.6666666666666666
LAT,Williams,18.0,16.0,0.0,2022,São Paulo,São Paulo Grand Prix,4.214,3.464,75.095,0.0
ALB,Williams,19.0,13.0,0.0,2022,Yas Island,Abu Dhabi Grand Prix,2.204,-0.026,86.028,0.0
LAT,Williams,20.0,19.0,0.0,2022,Yas Island,Abu Dhabi Grand Prix,2.23,0.026,86.054,0.0
BOT,Alfa Romeo,12.0,8.0,4.0,2023,Sakhir,Bahrain Grand Prix,1.735,-0.03,91.443,-1.0
ZHO,Alfa Romeo,13.0,16.0,0.0,2023,Sakhir,Bahrain Grand Prix,1.765,0.03,91.473,0.6666666666666666
ZHO,Alfa Romeo,11.0,13.0,0.0,2023,Jeddah,Saudi Arabian Grand Prix,1.196,-0.207,89.461,0.6666666666666666
BOT,Alfa Romeo,14.0,18.0,0.0,2023,Jeddah,Saudi Arabian Grand Prix,1.403,0.207,89.668,1.3333333333333333
ZHO,Alfa Romeo,17.0,9.0,2.0,2023,Melbourne,Australian Grand Prix,1.808,-0.174,78.54,-1.3333333333333333
BOT,Alfa Romeo,19.0,11.0,0.0,2023,Melbourne,Australian Grand Prix,1.982,0.174,78.714,-0.6666666666666666
BOT,Alfa Romeo,13.0,18.0,0.0,2023,Baku,Azerbaijan Grand Prix,2.056,-0.383,102.259,-0.6666666666666666
ZHO,Alfa Romeo,15.0,19.0,0.0,2023,Baku,Azerbaijan Grand Prix,2.439,0.383,102.642,0.6666666666666666
BOT,Alfa Romeo,10.0,13.0,0.0,2023,Miami,Miami Grand Prix,0.75,-0.527,87.564,-0.6666666666666666
ZHO,Alfa Romeo,14.0,16.0,0.0,2023,Miami,Miami Grand Prix,1.277,0.527,88.091,-0.6666666666666666
BOT,Alfa Romeo,15.0,11.0,0.0,2023,Monaco,Monaco Grand Prix,1.26,-0.898,72.625,-0.6666666666666666
ZHO,Alfa Romeo,19.0,13.0,0.0,2023,Monaco,Monaco Grand Prix,2.158,0.898,73.523,0.0
ZHO,Alfa Romeo,13.0,9.0,2.0,2023,Barcelona,Spanish Grand Prix,1.249,-0.456,73.521,0.0
BOT,Alfa Romeo,16.0,19.0,0.0,2023,Barcelona,Spanish Grand Prix,1.705,0.456,73.977,0.6666666666666666
BOT,Alfa Romeo,14.0,10.0,1.0,2023,Montréal,Canadian Grand Prix,3.096,-1.521,81.821,0.6666666666666666
ZHO,Alfa Romeo,20.0,16.0,0.0,2023,Montréal,Canadian Grand Prix,4.617,1.521,83.342,1.0
ZHO,Alfa Romeo,17.0,12.0,0.0,2023,Spielberg,Austrian Grand Prix,2.0,0.0,82.3725,-0.3333333333333333
BOT,Alfa Romeo,14.0,15.0,0.0,2023,Spielberg,Austrian Grand Prix,2.0,0.0,82.3725,-0.3333333333333333
BOT,Alfa Romeo,20.0,12.0,0.0,2023,Silverstone,British Grand Prix,2.0,0.0,82.3725,-1.0
ZHO,Alfa Romeo,17.0,15.0,0.0,2023,Silverstone,British Grand Prix,2.0,0.0,82.3725,-0.3333333333333333
BOT,Alfa Romeo,7.0,12.0,0.0,2023,Budapest,Hungarian Grand Prix,2.0,0.0,82.3725,-0.3333333333333333
ZHO,Alfa Romeo,5.0,16.0,0.0,2023,Budapest,Hungarian Grand Prix,2.0,0.0,82.3725,0.0
BOT,Alfa Romeo,13.0,12.0,0.0,2023,Spa-Francorchamps,Belgian Grand Prix,2.0,0.0,82.3725,0.0
ZHO,Alfa Romeo,17.0,13.0,0.0,2023,Spa-Francorchamps,Belgian Grand Prix,2.0,0.0,82.3725,0.0
BOT,Alfa Romeo,18.0,14.0,0.0,2023,Zandvoort,Dutch Grand Prix,2.0,0.0,82.3725,0.0
ZHO,Alfa Romeo,15.0,18.0,0.0,2023,Zandvoort,Dutch Grand Prix,2.0,0.0,82.3725,0.0
BOT,Alfa Romeo,14.0,10.0,1.0,2023,Monza,Italian Grand Prix,2.0,0.0,82.3725,0.0
ZHO,Alfa Romeo,16.0,14.0,0.0,2023,Monza,Italian Grand Prix,2.0,0.0,82.3725,0.3333333333333333
ZHO,Alfa Romeo,19.0,12.0,0.0,2023,Marina Bay,Singapore Grand Prix,2.0,0.0,82.3725,0.3333333333333333
BOT,Alfa Romeo,16.0,17.0,0.0,2023,Marina Bay,Singapore Grand Prix,2.0,0.0,82.3725,0.3333333333333333
ZHO,Alfa Romeo,19.0,13.0,0.0,2023,Suzuka,Japanese Grand Prix,2.0,0.0,82.3725,-0.3333333333333333
BOT,Alfa Romeo,16.0,20.0,0.0,2023,Suzuka,Japanese Grand Prix,2.0,0.0,82.3725,-0.3333333333333333
BOT,Alfa Romeo,9.0,8.0,4.0,2023,Lusail,Qatar Grand Prix,2.0,0.0,82.3725,-0.3333333333333333
ZHO,Alfa Romeo,19.0,9.0,2.0,2023,Lusail,Qatar Grand Prix,2.0,0.0,82.3725,1.3333333333333333
BOT,Alfa Romeo,13.0,12.0,0.0,2023,Austin,United States Grand Prix,2.0,0.0,82.3725,2.0
ZHO,Alfa Romeo,12.0,13.0,0.0,2023,Austin,United States Grand Prix,2.0,0.0,82.3725,2.0
ZHO,Alfa Romeo,10.0,14.0,0.0,2023,Mexico City,Mexico City Grand Prix,2.0,0.0,82.3725,-0.6666666666666666
BOT,Alfa Romeo,9.0,15.0,0.0,2023,Mexico City,Mexico City Grand Prix,2.0,0.0,82.3725,-2.0
BOT,Alfa Romeo,18.0,16.0,0.0,2023,São Paulo,São Paulo Grand Prix,2.0,0.0,82.3725,-2.0
ZHO,Alfa Romeo,20.0,17.0,0.0,2023,São Paulo,São Paulo Grand Prix,2.0,0.0,82.3725,-0.6666666666666666
ZHO,Alfa Romeo,17.0,15.0,0.0,2023,Las Vegas,Las Vegas Grand Prix,2.0,0.0,82.3725,0.0
BOT,Alfa Romeo,7.0,17.0,0.0,2023,Las Vegas,Las Vegas Grand Prix,2.0,0.0,82.3725,0.0
ZHO,Alfa Romeo,19.0,17.0,0.0,2023,Yas Island,Abu Dhabi Grand Prix,2.0,0.0,82.3725,0.0
BOT,Alfa Romeo,18.0,19.0,0.0,2023,Yas Island,Abu Dhabi Grand Prix,2.0,0.0,82.3725,0.0
TSU,AlphaTauri,14.0,11.0,0.0,2023,Sakhir,Bahrain Grand Prix,1.692,-0.721,91.4,0.0
DEV,AlphaTauri,19.0,14.0,0.0,2023,Sakhir,Bahrain Grand Prix,2.413,0.721,92.121,0.0
TSU,AlphaTauri,16.0,11.0,0.0,2023,Jeddah,Saudi Arabian Grand Prix,1.674,-0.305,89.939,0.0
DEV,AlphaTauri,18.0,14.0,0.0,2023,Jeddah,Saudi Arabian Grand Prix,1.979,0.305,90.244,0.0
TSU,AlphaTauri,12.0,10.0,1.0,2023,Melbourne,Australian Grand Prix,1.367,-0.236,78.099,0.0
DEV,AlphaTauri,15.0,15.0,0.0,2023,Melbourne,Australian Grand Prix,1.603,0.236,78.335,0.3333333333333333
TSU,AlphaTauri,8.0,10.0,1.0,2023,Baku,Azerbaijan Grand Prix,1.366,-13.713,101.569,0.3333333333333333
DEV,AlphaTauri,18.0,20.0,0.0,2023,Baku,Azerbaijan Grand Prix,15.079,13.713,115.282,0.6666666666666666
TSU,AlphaTauri,17.0,11.0,0.0,2023,Miami,Miami Grand Prix,1.615,0.104,88.429,0.0
DEV,AlphaTauri,15.0,18.0,0.0,2023,Miami,Miami Grand Prix,1.511,-0.104,88.325,0.0
DEV,AlphaTauri,12.0,12.0,0.0,2023,Monaco,Monaco Grand Prix,1.063,0.346,72.428,-0.6666666666666666
TSU,AlphaTauri,9.0,15.0,0.0,2023,Monaco,Monaco Grand Prix,0.717,-0.346,72.082,-0.3333333333333333
TSU,AlphaTauri,15.0,12.0,0.0,2023,Barcelona,Spanish Grand Prix,1.044,-0.265,73.316,-0.3333333333333333
